pk,model,main_image,sku,name,friendly_name,abbreviated_friendly_name,brand,size_value,size_unit,weight_g,price,vat_code,product_information,ingredients,free_from,allergens,usage,category,barcode,tags
0350,products.product,viridian-0350,viridian-0350,Trace Mineral Complex - 30 Veg Caps,Trace Mineral Complex - 30 Veg Caps,Trace Mineral Complex 30 Caps,viridian,30,caps,110,13.35,T1,"Trace minerals are essential for many processes in the body. Soil depletion and a busy lifestyle can mean that vital trace vitamins and minerals can be left out of the daily diet. Manganese contributes to the normal formation of connective tissue and aids in the maintenance of normal bones. Manganese also has a role in the protection of cells from oxidative stress. This 'oxidative stress' appears to be a major factor in many human diseases. Selenium contributes to the maintenance of normal hair and nails, the normal function of the immune system, normal thyroid function and for the protection of cells from oxidative stress.  Selenium also contributes to normal spermatogenesis (the creation of sperm). Copper contributes to normal energy-yielding metabolism, the maintenance of normal connective tissues, to the normal pigmentation of hair and skin, the normal function of the nervous and immune systems, and for the protection of cells from oxidative stress. Chromium contributes to the maintenance of normal blood glucose levels.","Manganese bisglycinate 15mg, 
Selenium (Methionine)  200ug, 
Sodium Borate 1mg, 
Copper Citrate 1mg, 
Chromium Picolinate 200ug, 
Ammonium Molybdate 200ug, 
Vegan (HMPC) capsule
In a base of  Alfalfa and Spirulina and  Bilberry",TRUE,0,"Directions: As a food supplement, take one capsule daily with food, or as directed by your healthcare professional.",30,5060003593508,minerals
0351,products.product,viridian-0351,viridian-0351,Horseradish & Garlic Complex - 30 Veg Caps,Horseradish & Garlic Complex - 30 Veg Caps,Horseradish & Garlic 30 Caps,viridian,30,caps,116,19.2,T1,"Horseradish and garlic extracts with buffered vitamin C and zinc. Vitamin C plays an essential role in numerous areas of human health. Vitamin C contributes to normal collagen formation for the normal function of bones, cartilage, skin, gums and teeth.  Vitamin C also enhances iron absorption and the normal energy-yielding metabolism. Vitamin C aids in the maintenance of the immune system including during and after intense physical exercise. Vitamin C contributes to normal psychological function, the functioning of the nervous system and contributes to the protection of cells from oxidative stress. This 'oxidative stress' appears to be a major factor in many human diseases. Zinc is a mineral essential to many body processes including the maintenance of normal cognitive function, vision, fertility and reproduction, hair, skin and nails and the immune system. The garlic extract in this supplement is standardised to 4.5% alliin.","Vitamin C (Ascorbic acid) 333mg, 
Horseradish Extract (5:1) 200mg, 
Zinc Citrate 10mg, 
Garlic Extract (4.5% Alliin) 50mg, 
Vegan (HMPC) capsule",TRUE,0,"Directions: As a food supplement, take one to three capsules daily with food, or as directed by your healthcare practitioner.",31,5060003593515,speciality_nutrients
0352,products.product,viridian-0352,viridian-0352,Trace Mineral Complex - 90 Veg Caps,Trace Mineral Complex - 90 Veg Caps,Trace Mineral Complex 90 Caps,viridian,90,caps,200,31.55,T1,"Trace minerals are essential for many processes in the body. Soil depletion and a busy lifestyle can mean that vital trace vitamins and minerals can be left out of the daily diet. Manganese contributes to the normal formation of connective tissue and aids in the maintenance of normal bones. Manganese also has a role in the protection of cells from oxidative stress. This 'oxidative stress' appears to be a major factor in many human diseases. Selenium contributes to the maintenance of normal hair and nails, the normal function of the immune system, normal thyroid function and for the protection of cells from oxidative stress.  Selenium also contributes to normal spermatogenesis (the creation of sperm). Copper contributes to normal energy-yielding metabolism, the maintenance of normal connective tissues, to the normal pigmentation of hair and skin, the normal function of the nervous and immune systems, and for the protection of cells from oxidative stress. Chromium contributes to the maintenance of normal blood glucose levels.","Manganese bisglycinate 15mg, 
Selenium (Methionine)  200ug, 
Sodium Borate 1mg, 
Copper Citrate 1mg, 
Chromium Picolinate 200ug, 
Ammonium Molybdate 200ug, 
Vegan (HMPC) capsule
In a base of  Alfalfa and Spirulina and  Bilberry",TRUE,0,"Directions: As a food supplement, take one capsule daily with food, or as directed by your healthcare professional.",30,5060003593522,minerals
0353,products.product,viridian-0353,viridian-0353,Horseradish & Garlic Complex - 90 Veg Caps,Horseradish & Garlic Complex - 90 Veg Caps,Horseradish & Garlic 90 Caps,viridian,90,caps,226,35.6,T1,"Horseradish and garlic extracts with buffered vitamin C and zinc. Vitamin C plays an essential role in numerous areas of human health. Vitamin C contributes to normal collagen formation for the normal function of bones, cartilage, skin, gums and teeth.  Vitamin C also enhances iron absorption and the normal energy-yielding metabolism. Vitamin C aids in the maintenance of the immune system including during and after intense physical exercise. Vitamin C contributes to normal psychological function, the functioning of the nervous system and contributes to the protection of cells from oxidative stress. This 'oxidative stress' appears to be a major factor in many human diseases. Zinc is a mineral essential to many body processes including the maintenance of normal cognitive function, vision, fertility and reproduction, hair, skin and nails and the immune system. The garlic extract in this supplement is standardised to 4.5% alliin.","Vitamin C (Ascorbic acid) 333mg, 
Horseradish Extract (5:1) 200mg, 
Zinc Citrate 10mg, 
Garlic Extract (4.5% Alliin) 50mg, 
Vegan (HMPC) capsule",TRUE,0,"Directions: As a food supplement, take one to three capsules daily with food, or as directed by your healthcare practitioner.",31,5060003593539,speciality_nutrients
0354,products.product,viridian-0354,viridian-0354,Saffron Extract 30mg with Marigold - 30 Veg Caps ,Saffron Extract 30mg with Marigold - 30 Veg Caps ,Saffron with Marigold 30 Caps,viridian,30,caps,106,27.5,T1,"Saffron (crocus sativus) extract providing 0.3% of safranal sourced from Iran, with marigold flowers (calendula).","Saffron extract (0.3% saffranal) 30mg, 
Marigold Flowers (Calendula Officinalis) 270mg, 
Vegan (HMPC) capsule",TRUE,0,"Directions: As a food supplement, take one capsule daily with food, or as directed by your healthcare professional.",31,5060003593546,speciality_nutrients
0355,products.product,viridian-0355,viridian-0355,Saffron Extract 30mg with Marigold - 60 Veg Caps ,Saffron Extract 30mg with Marigold - 60 Veg Caps ,Saffron with Marigold 60 Caps,viridian,60,caps,144,48.55,T1,"Saffron (crocus sativus) extract providing 0.3% of safranal sourced from Iran, with marigold flowers (calendula).","Saffron extract (0.3% saffranal) 30mg, 
Marigold Flowers (Calendula Officinalis) 270mg, 
Vegan (HMPC) capsule",TRUE,0,"Directions: As a food supplement, take one capsule daily with food, or as directed by your healthcare professional.",31,5060003593553,speciality_nutrients
0356,products.product,viridian-0356,viridian-0356,Balanced Zinc (15mg) Complex - 30 Veg Caps,Balanced Zinc (15mg) Complex - 30 Veg Caps,Balanced Zinc 15mg Cplx 30 Cap,viridian,30,caps,106,11.9,T1,"Highly absorbable, synergistic balance of Zinc and other key nutrients involved in immune maintenance and beauty.  Includes vitamin A and Copper for optimum absorption and utilisation.  Zinc aids the maintenance of bones, vision, skin, nails and hair.  Copper contributes to normal hair and skin pigmentation.","Zinc picolinate  15mg, 
Copper Citrate 1mg, 
Natural Beta Carotene (Dunaliella Salina Algae) 900ug, 
Vegan (HMPC) capsule
In a base of  Alfalfa and Spirulina and  Bilberry",TRUE,0,"Directions: As a food supplement, take one capsule daily with food, or as directed by your healthcare professional.",30,5060003593560,minerals
0358,products.product,viridian-0358,viridian-0358,Balanced Zinc (15mg) Complex - 90 Veg Caps,Balanced Zinc (15mg) Complex - 90 Veg Caps,Balanced Zinc 15mg Cplx 90 Cap,viridian,90,caps,202,27.75,T1,"Highly absorbable, synergistic balance of Zinc and other key nutrients involved in immune maintenance and beauty.  Includes vitamin A and Copper for optimum absorption and utilisation.  Zinc aids the maintenance of bones, vision, skin, nails and hair.  Copper contributes to normal hair and skin pigmentation.","Zinc picolinate  15mg, 
Copper Citrate 1mg, 
Natural Beta Carotene (Dunaliella Salina Algae) 900ug, 
Vegan (HMPC) capsule
In a base of  Alfalfa and Spirulina and  Bilberry",TRUE,0,"Directions: As a food supplement, take one capsule daily with food, or as directed by your healthcare professional.",30,5060003593584,minerals
0359,products.product,viridian-0359,viridian-0359,Quercetin B5 Plus Complex - 60 Veg Caps ,Quercetin B5 Plus Complex - 60 Veg Caps ,Quercetin B5 Plus Cmplx 60 Cap,viridian,60,caps,154,29.55,T1,"Quercetin and vitamin B5 with nettle extract, chamomile flower, pine bark extract, bromelain (from pineapple) and acerola fruit, plus vitamin C. Vitamin B5 (pantothenic acid) contributes to normal mental performance and a reduction in tiredness and fatigue. Vitamin B5 also contributes to the normal synthesis and metabolism of steroid hormones, vitamin D and some neurotransmitters.","Quercetin 150mg, 
D-Ca pantothenate (vitamin B5) 75mg, 
Nettle leaf extract 50mg, 
Pine Bark Extract (95% OPC) 50mg, 
Organic Chamomile 50mg, 
Vitamin C (Ascorbic acid) 25mg, 
Bromelain 25mg, 
Organic Freeze-dried Acerola Vit C Powder 13mg, 
Vegan (HMPC) capsule",TRUE,0,"Directions: As a food supplement, take two capsules daily with food, or as directed by your healthcare practitioner.",31,5060003593591,speciality_nutrients
0360,products.product,viridian-0360,viridian-0360,Co-enzyme Q10 30mg with MCT - 30 Veg Caps,Co-enzyme Q10 30mg with MCT - 30 Veg Caps,Co-Q10 30mg with MCT 30 Caps,viridian,30,caps,100,18.95,T1,MCTs are medium-chain triglycerides from coconut oil which aid in the absorption of the Co-enzyme Q10. ,"Co-Q10 (Ubiquinone) 30mg, 
Medium Chain Tryglycerides  100mg, 
Vegan (HMPC) capsule
In a base of  Alfalfa and Spirulina and  Bilberry",TRUE,0,"Directions: As a food supplement, take one to three capsules daily with food, or as directed by your healthcare practitioner.",31,5060003593607,speciality_nutrients
0361,products.product,viridian-0361,viridian-0361,Co-enzyme Q10 30mg with MCT - 60 Veg Caps,Co-enzyme Q10 30mg with MCT - 60 Veg Caps,Co-Q10 30mg with MCT 60 Caps,viridian,60,caps,140,33.4,T1,MCTs are medium-chain triglycerides from coconut oil which aid in the absorption of the Co-enzyme Q10. ,"Co-Q10 (Ubiquinone) 30mg, 
Medium Chain Tryglycerides  100mg, 
Vegan (HMPC) capsule
In a base of  Alfalfa and Spirulina and  Bilberry",TRUE,0,"Directions: As a food supplement, take one to three capsules daily with food, or as directed by your healthcare practitioner.",31,5060003593614,speciality_nutrients
0362,products.product,viridian-0362,viridian-0362,Co-enzyme Q10 30mg with MCT - 90 Veg Caps,Co-enzyme Q10 30mg with MCT - 90 Veg Caps,Co-Q10 30mg with MCT 90 Caps,viridian,90,caps,196,50.75,T1,MCTs are medium-chain triglycerides from coconut oil which aid in the absorption of the Co-enzyme Q10. ,"Co-Q10 (Ubiquinone) 30mg, 
Medium Chain Tryglycerides  100mg, 
Vegan (HMPC) capsule
In a base of  Alfalfa and Spirulina and  Bilberry",TRUE,0,"Directions: As a food supplement, take one to three capsules daily with food, or as directed by your healthcare practitioner.",31,5060003593621,speciality_nutrients
0363,products.product,viridian-0363,viridian-0363,Curcumin Co-Q10 - 60 Veg Caps,Curcumin Co-Q10 - 60 Veg Caps,Curcumin Co-Q10 60 Caps,viridian,60,caps,148,42.55,T1,"A combination of sustainably sourced turmeric root extract providing 85% curcuminoids, and Co-enzyme Q10 with medium chain triglycerides from coconut oil. Encapsulated in a base of sustainably sourced whole turmeric root.","Organic Curcumin Extract (85% Curcuminoids) 100mg, 
Co-Q10 (Ubiquinone) 100mg, 
Medium Chain Tryglycerides  100mg, 
Organic Whole root turmeric  75mg, 
Vegan (HMPC) capsule",TRUE,0,Directions: Take one to two capsules daily with food.,31,5060003593638,speciality_nutrients
0364,products.product,viridian-0364,viridian-0364,Immune Complex 30 Veg Caps,Immune Complex 30 Veg Caps,Immune Complex 30 Veg Caps,viridian,30,caps,150,30.35,T1,"Immune Complex is a formula of 4 specially balanced nutrients designed to help support the immune system.


Featuring Beta Glucan in the essential 1,3 / 1,6 form which is a natural fibre sourced from yeast. Vegan vitamin D3 is sourced from lichen and vitamin C is buffered to reduce the acidity. The addition of zinc citrate provides further support for the body’s natural defences.


Vitamin C, zinc and vitamin D all contribute to the normal function of the immune system.","Beta 1,3/1,6 Glucan 250mg	
Vitamin C (magnesium ascorbate) 200mg
Zinc (citrate) 10mg
Vitamin D3 (1,000IU) 25ug",TRUE,0,"Directions: As a food supplement take one capsule daily with food, or as recommended by your healthcare practitioner.",31,5060003593645,speciality_nutrients
0365,products.product,viridian-0365,viridian-0365,Co-enzyme Q10 100mg with MCT - 30 Veg Caps ,Co-enzyme Q10 100mg with MCT - 30 Veg Caps ,Co-Q10 100mg with MCT 30 Caps,viridian,30,caps,104,41.1,T1,MCTs are medium-chain triglycerides from coconut oil which aid in the absorption of the Co-enzyme Q10. ,"Co-Q10 (Ubiquinone) 100mg, 
Medium Chain Tryglycerides  100mg, 
Vegan (HMPC) capsule
In a base of  Alfalfa and Spirulina and  Bilberry",TRUE,0,"Directions: As a food supplement, take one to three capsules daily with food, or as directed by your healthcare practitioner.",31,5060003593652,speciality_nutrients
